Combo,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25
10709,546.576,543.071,542.015,539.818,539.151,537.713,534.818,535.29,537.441,543.2,553.968,566.586,585.884,654.187,837.428,1060.477,1315.303,1599.342,1883.632,2234.776,2553.706,2788.625,2950.831,3055.087,3128.597
70911,629.448,637.324,642.913,646.884,654.172,658.542,659.036,666.097,679.392,695.326,706.755,726.998,796.236,924.375,1090.25,1332.502,1661.058,2019.054,2362.043,2740.529,3079.477,3376.88,3635.243,3832.688,3993.302
70911,565.6,572.317,575.974,578.661,583.19,586.816,582.738,588.256,600.931,613.216,618.438,645.234,732.391,862.299,1048.525,1328.601,1682.434,2030.743,2352.531,2720.111,3029.736,3305.091,3553.393,3721.352,3835.196
20711,656.294,662.16,665.433,667.525,673.949,677.353,670.716,675.4,686.112,693.686,700.867,793.534,980.226,1231.243,1648.991,2192.03,2720.629,3192.589,3596.83,4038.109,4444.854,4843.316,5139.614,5320.364,5435.338
20911,587.344,591.156,591.992,591.835,593.63,595.58,587.94,587.174,595.654,601.61,613.253,683.473,808.192,974.788,1245.46,1603.355,1960.566,2271.158,2531.788,2835.485,3086.306,3328.386,3516.003,3637.804,3716.016
20409,613.017,610.362,613.845,614.835,616.235,617.494,614.456,615.037,626.931,643.499,740.234,1016.229,1405.373,2045.571,2917.729,3766.223,4474.82,5016.963,5393.127,5921.176,6417.337,6780.312,6998.87,7107.751,7160.535
40911,568.101,561.419,568.32,571.363,576.202,580.409,582.924,587.71,602.595,613.622,648.258,726.579,850.462,1077.999,1477.494,1939.494,2350.446,2687.625,2945.901,3251.441,3497.76,3721.971,3897.733,4002.667,4070.335
40611,589.147,583.734,583.006,585.936,591.386,596.443,603.967,612.832,626.568,648.188,747.83,962.503,1372.611,2176.031,3226.2,4151.406,4863.266,5363.135,5705.174,6243.919,6648.499,6898.28,7045.294,7115.618,7139.211
60911,565.565,557.529,556.198,555.953,558.022,560.343,559.239,564.816,574.418,585.399,663.362,892.873,1261.947,1962.461,2993.57,4003.646,4832.192,5472.199,5936.821,6554.522,7015.354,7294.162,7476.011,7548.721,7570.968
30609,574.76,566.662,564.058,561.223,560.148,558.512,555.471,555.061,563.912,576.308,641.787,1018.721,1597.808,2585.969,3931.59,5213.679,6197.345,6877.588,7441.574,8168.184,8577.237,8740.469,8823.4,8807.914,8757.446
30911,564.643,557.501,556.367,556.465,559.454,562.621,564.415,572.15,581.859,598.926,735.285,1030.047,1514.91,2360.528,3440.637,4395.15,5112.034,5627.497,6033.738,6517.256,6773.659,6856.285,6884.939,6885.813,6885.602
30511,558.481,552.112,550.64,550.446,553.363,557.475,560.492,570.341,587.634,660.994,891.077,1246.836,1554.368,1694.024,1785.343,1867.428,1930.053,1973.753,1991.786,2032.273,2061.118,2078.78,2093.807,2104.413,2111.012
50911,557.393,549.373,547.742,548.588,553.446,559.689,568.097,586.515,603.57,652.929,769.161,953.344,1147.62,1270.66,1321.266,1353.422,1380.066,1401.931,1406.769,1425.59,1439.465,1449.83,1460.177,1469.572,1477.18
40509,552.436,544.584,541.403,539.267,540.491,544.178,547.198,559.747,587.969,687.094,950.03,1269.466,1481.684,1576.434,1660.358,1734.855,1791.472,1831.852,1845.811,1882.164,1903.518,1917.015,1927.388,1932.07,1934.619
40911,592.185,582.151,579.666,578.672,581.446,584.896,588.293,601.835,617.273,652.346,742.5,885.332,1122.24,1568.073,2222.435,2855.131,3366.745,3746.836,3992.021,4273.233,4449.687,4536.997,4575.406,4578.49,4568.845
40711,598.461,581.95,576.703,574.124,575.879,579.14,580.753,588.936,602.908,627.621,732.995,909.732,1198.92,1760.488,2531.628,3274.061,3887.133,4331.581,4616.339,5025.28,5296.364,5453.91,5547.895,5586.723,5590.594
70911,593.454,581.416,577.665,575.314,575.394,576.03,574.273,580.016,587.466,598.343,698.983,931.182,1282.591,1938.935,2849.727,3752.249,4513.238,5109.601,5565.179,6210.426,6678.153,6939.806,7105.323,7180.487,7204.105
20709,635.282,619.361,612.595,606.167,602.114,597.571,591.71,588.422,594.996,605.991,665.732,999.181,1443.645,2139.389,3087.35,4029.224,4785.134,5301.332,5682.215,6242.324,6591.801,6730.141,6775.532,6786.96,6756.488
20911,532.965,525.303,523.047,522.269,524.187,526.862,528.085,538.624,548.741,562.445,681.443,950.962,1351.301,2025.28,2860.312,3572.083,4079.696,4403.109,4615.869,4916.1,5079.016,5135.114,5144.809,5127.122,5103.887
20511,622.599,610.22,605.199,602.571,604.512,606.431,607.477,616.096,632.936,652.236,761.393,952.494,1064.052,1134.75,1207.727,1271.607,1321.467,1360.461,1386.265,1419.984,1449.385,1471.684,1490.05,1506.484,1520.295
50911,570.076,556.358,552.133,549.102,549.397,550.879,550.59,561.403,578.931,594.559,660.482,791.046,893.099,938.065,975.847,1008.083,1037.269,1062.964,1076.769,1099.284,1116.743,1131.899,1146.3,1158.64,1169.775
30509,590.747,580.75,577.446,574.23,572.943,571.392,569.912,573.278,590.038,608.187,636.307,728.211,862.562,940.273,984.292,1019.47,1054.786,1087.919,1112.144,1142.794,1168.217,1191.616,1213.577,1231.42,1245.735
30911,559.047,558.387,558.006,556.731,557.505,557.729,555.914,556.564,567.323,580.997,592.081,622.287,701.365,813.999,975.988,1199.888,1459.627,1712.848,1930.294,2174.186,2344.983,2462.307,2549.63,2603.029,2638.603
40711,545.619,550.409,554.169,558.368,565.89,573.306,576.973,587.725,602.404,621.382,635.941,658.222,704.808,773.326,871.521,1026.588,1251.021,1504.299,1751.586,2009.735,2231.871,2419.502,2575.29,2694.43,2819.16
40710,535.101,536.853,538.832,540.325,543.083,545.339,544.807,551.006,558.61,572.036,589.626,629.107,789.401,1022.439,1362.698,1852.34,2376.35,2845.728,3250.045,3634.752,3925.42,4225.079,4461.306,4582.018,4664.816
20710,542.536,545.598,547.278,547.913,549.805,550.699,545.651,548.172,553.971,565.429,576.33,632.346,885.243,1180.918,1580.953,2089.314,2595.835,3054.069,3415.645,3776.77,4098.79,4441.562,4683.898,4809.828,4882.916
20610,539.367,542.502,543.856,543.661,544.474,544.708,537.42,538.171,545.095,557.249,575.878,711.245,1131.235,1668.555,2449.332,3272.934,4009.859,4581.149,4957.434,5350.124,5759.821,6146.788,6389.962,6498.098,6543.127
20406,531.792,531.353,535.713,536.782,539.31,542.307,540.814,542.702,554.241,574.184,667.441,1011.95,1538.583,2393.549,3441.605,4355.268,5037.352,5477.521,5725.357,6204.075,6682.062,7001.483,7170.156,7265.011,7312.485
30406,528.354,525.413,529.758,530.74,533.079,535.655,532.624,533.367,543.297,559.567,603.969,835.457,1236.506,1886.218,2830.308,3721.439,4393.131,4811.653,5034.964,5399.548,5737.645,5962.158,6068.804,6113.62,6139.666
30406,558.678,551.598,552.015,551.977,552.472,552.724,554.21,551.367,557.995,571.7,595.7,701.617,920.883,1266.549,1838.757,2477.006,3001.377,3344.091,3524.923,3833.376,4125.918,4294.296,4369.437,4411.863,4432.895
10306,577.367,568.054,567.863,567.725,567.82,566.949,565.237,556.093,552.491,559.92,572.249,611.446,795.528,1120.69,1554.919,2093.633,2620.868,3047.529,3327.91,3648.613,3926.834,4110.108,4181.118,4217.125,4243.836
10306,518.366,512.206,511.021,509.484,509.028,508.237,505,503.754,510.313,521.813,560.467,821.205,1332.39,2098.164,3162.707,4225.981,5039.189,5534.521,5913.208,6481.186,6801.991,6899.674,6943.929,6952.471,6919.306
10306,547.364,538.56,536.824,534.517,533.953,532.677,530.864,529.197,537.611,553.337,618.366,1046.471,1788.39,2924.717,4341.59,5628.527,6517.194,7070.571,7576.864,8251.481,8550.578,8636.531,8674.665,8655.567,8610.674
30506,502.767,496.756,495.147,493.574,493.453,493.637,493.065,497.995,515.898,549.596,717.762,1066.986,1350.949,1517.237,1636.444,1745.036,1830.354,1891.256,1926.974,1988.601,2031.058,2056.721,2078.805,2093.854,2103.261
20506,619.883,610.281,604.891,598.741,594.535,589.963,586.651,586.453,601.372,629.286,775.826,1196.895,1564.383,1780.955,1900.713,2014.08,2101.955,2169.865,2209.994,2285.455,2334.577,2366.464,2396.532,2414.003,2428.396
20405,512.207,507.984,505.514,503.105,502.857,504.678,506.736,518.015,543.801,636.132,912.303,1251.168,1455.128,1562.778,1666.502,1757.209,1822.519,1867.624,1886.582,1929.175,1955.116,1967.771,1978.152,1980.461,1977.805
10204,551.449,543.582,539.697,536.488,537.132,538.99,540.695,548.139,568.781,629.122,981.847,1607.795,2671.186,4035.182,5411.197,6476.627,7120.647,7514.937,7810.943,8186.667,8310.775,8301.466,8255.456,8190.684,8107.316
10407,584.214,570.079,563.299,557.846,555.948,554.459,551.333,553.243,568.005,620.88,898.763,1379.491,2145.134,3322.936,4697.798,5893.544,6714.083,7212.612,7685.438,8264.887,8561.386,8774.599,8866.441,8869.851,8842.022
10607,574.128,573.292,571.466,568.504,567.266,564.753,560.003,559.503,568.517,587.724,724.073,1275.578,2125.98,3524.599,5179.636,6641.943,7657.744,8374.503,9089.735,9884.708,10219.206,10375.417,10422.073,10419.68,10402.105
20607,534.68,530.64,529.301,527.144,526.817,525.566,521.63,521.515,531.091,546.433,620.511,1056.435,1680.109,2694.63,3936.196,5051.428,5832.343,6308.343,6717.585,7287.03,7516.33,7577.149,7589.913,7569.284,7531.884
20610,531.721,532.656,532.085,531.388,531.936,531.84,528.56,529.047,536.506,550.855,599.668,934.052,1578.018,2608.958,3845.396,4843.465,5440.541,5711.719,5840.794,6061.203,6104.038,6070.557,6028.965,5988.694,5945.904
20510,543.326,540.75,539.586,538.11,539.587,540.745,538.945,540.792,550.779,568.259,609.923,705.943,799.621,881.082,972.281,1054.78,1120.956,1170.649,1202.277,1242.918,1270.536,1289.781,1304.546,1316.408,1326.265
20510,501.938,500.899,501.431,501.32,502.7,503.692,501.803,507.251,522.422,542.125,588.666,708.181,820.512,895.861,971.488,1041.13,1094.172,1131.585,1152.715,1182.329,1202.326,1219.569,1235.285,1247.726,1257.884
20305,555.808,548.49,546.516,544.099,543.136,541.648,540.066,542.147,554.834,570.675,597.638,686.001,820.884,901.417,947.929,988.716,1025.147,1057.871,1078.216,1107.127,1129.647,1151.684,1174.642,1191.699,1205.556
20309,571.814,569.398,568.753,565.495,563.93,561.765,558.306,556.419,558.866,569.679,579.186,601.053,672.369,813.296,1004.929,1257.09,1538.582,1802.971,2022.185,2247.358,2381.682,2479.508,2560.207,2612.042,2645.727
40910,614.1,617.746,619.872,620.514,624.138,626.187,624.854,628.834,633.337,641.832,656.817,673.611,688.932,715.811,776.76,888.72,1056.746,1278.919,1546.439,1876.062,2186.825,2453.845,2663.242,2817.542,2942.663
40910,560.723,561.511,562.565,562.94,564.297,564.597,561.12,563.942,566.904,578.093,592.536,610.107,650.208,738.811,879.648,1077.046,1354.563,1657.059,1945.276,2251.88,2492.256,2680.835,2841.666,2974.636,3094.864
70910,641.802,643.568,643.996,643.065,643.759,642.668,636.779,634.654,633.548,638.658,646.823,669.47,784.237,1069.379,1399.209,1812.074,2288.818,2754.49,3189.901,3668.25,4019.169,4310.641,4568.466,4755.756,4901.673
60710,523.167,525.75,526.731,526.256,526.782,526.734,519.78,520.825,524.706,532.473,542.419,575.263,746.262,1056.817,1449.207,1947.435,2455.74,2907.1,3279.629,3654.111,3963.395,4241.725,4437.08,4530.027,4597.424
50607,595.343,599.233,599.464,598.617,599.527,599.813,595.142,598.849,605.755,618.452,637.835,694.043,790.915,868.548,927.149,979.174,1032.71,1082.921,1130.567,1170.802,1211.878,1246.035,1273.299,1294.928,1322.64
30506,538.311,539.81,541.692,541.046,541.809,542.137,535.089,535.003,539.891,553.29,571.391,630.34,741.055,842.743,926.516,996.979,1057.52,1106.465,1140.807,1184.283,1225.32,1260.167,1287.022,1309.645,1330.69
30510,593.105,596.735,597.609,596.733,597.633,598.063,591.428,593.21,596.292,608.643,623.207,654.663,712.135,772.545,820.543,862.926,904.337,939.473,968.123,994.272,1020.595,1042.072,1059.806,1074.543,1090.351
10310,602.363,596.617,601.741,601.572,601.953,600.818,591.679,580.725,572.085,571.111,576.786,597.113,673.102,909.32,1203.572,1569.577,1950.668,2266.66,2489.874,2698.304,2842.95,2967.186,3044.334,3069.624,3070.355
10910,542.574,541.867,544.885,544.565,545.821,546.351,540.438,538.112,540.262,552.579,568.97,636.439,927.872,1342.549,1932.74,2625.26,3260.914,3733.703,4016.488,4359.723,4693.115,4910.601,4996.672,5033.479,5063.276
10609,549.112,541.049,540.537,539.345,539.285,537.96,535.538,531.835,540.319,563.242,664.174,1190.937,2012.149,3258.106,4843.549,6295.57,7329.101,8053.119,8707.532,9528.946,9936.516,10094.058,10170.839,10139.447,10091.118
10609,581.238,573.848,573.574,570.996,569.21,567.024,562.888,556.801,562.681,574.977,641.6,1046.748,1671.762,2658.274,3972.243,5235.749,6166.937,6790.545,7387.104,8173.587,8625.307,8835.271,8975.607,8996.879,8976.637
10206,531.665,524.812,523.118,521.041,520.631,519.912,517.967,518.586,528.789,551.295,649.243,1168.786,1953.391,3140.881,4530.87,5738.928,6568.513,7087.778,7555.659,8255.967,8625.589,8739.445,8790.868,8777.55,8731.126
10209,568.724,556.648,553.479,549.572,547.487,544.684,539.119,538.166,547.797,565.073,652.056,1092.52,1692.556,2582.909,3718.689,4800.547,5588.975,6122.637,6640.185,7399.605,7849.345,8043.964,8158.656,8197.423,8173.809
10209,567.469,556.716,552.471,547.806,545.343,542.648,539.853,541.475,553.958,578.139,716.995,1217.35,1894.435,2923.609,4150.768,5267.413,6044.981,6586.33,7174.631,7912.495,8301.635,8463.865,8560.3,8573.58,8524.661
10911,598.507,595.787,594.057,591.679,592.52,593.464,593.118,596.577,603.878,623.761,818.723,1200.694,1834.598,2876.899,4127.544,5191.723,5933.571,6494.418,7033.217,7621.596,7885.548,8000.601,8053.415,8025.853,7975.087
10611,573.305,575.407,575.881,576.075,578.569,580.51,579.38,582.843,591.572,603.118,729.357,1072.436,1654.195,2686.788,3939.48,4995.831,5693.62,6182.14,6631.282,7140.383,7350.809,7430.428,7448.215,7414.005,7372.431
10611,571.047,571.752,573.445,575.021,580.321,584.114,584.226,589.994,601.3,611.873,692.765,959.914,1383.887,2184.867,3221.834,4044.065,4502.097,4712.637,4816.947,4944.119,4954.676,4914.579,4887.5,4863.31,4836.694
10610,542.371,542.731,542.989,541.973,542.183,541.738,536.192,535.154,542.05,553.065,587.421,806.982,1259.903,1962.782,2923.409,3768.714,4332.064,4611.791,4766.384,5029.94,5116.317,5085.899,5048.884,5020.873,4988.181
10410,566.972,566.905,568.142,568.298,570.34,572.41,571.721,573.083,585.047,602.576,632.103,773.88,1011.978,1384.544,1987.487,2593.415,2982.973,3138.284,3160.372,3211.402,3231.542,3242.348,3253.007,3261.611,3262.95
20410,503.011,503.337,504.838,505.593,507.774,510.216,509.51,514.396,527.009,543.814,581.669,767.921,1059.466,1516.376,2177.729,2777.634,3145.243,3295.139,3315.633,3368.427,3381.545,3392.241,3405.087,3410.542,3406.244
20410,545.049,547.338,549.391,551.544,555.579,558.525,558.733,564.216,578.545,597.766,619.097,696.496,867.849,1112.831,1521.163,2029.026,2451.465,2750.825,2922.962,3085.616,3194.705,3309.429,3408.21,3459.5,3475.774
20910,581.122,584.071,583.428,581.342,579.476,576.328,569.019,566.993,566.009,574.622,582.275,599.625,656.578,773.099,941.378,1170.85,1418.408,1647.888,1839.713,2064.435,2232.358,2373.338,2499.564,2590.378,2645.92
30910,554.975,560.135,563.517,566.009,568.929,570.348,568.243,571.193,573.651,576.412,584.385,596.085,605.411,617.737,640.251,678.693,729.483,791.033,861.598,964.062,1077.917,1190.352,1297.027,1388.822,1467.359
30609,555.06,558.956,560.061,561.049,563.464,565.089,562.586,564.567,566.014,568.608,578.84,590.688,600.389,619.324,661.039,722.396,798.054,890.199,994.88,1129.148,1259.483,1381.008,1487.748,1574.763,1649.467
60709,597.291,600.432,601.828,602.022,602.971,603.211,599.194,598.615,599.147,603.165,611.55,625.566,665.418,809.045,1035.466,1318.605,1658.581,2009.831,2325.761,2678.917,2969.204,3192.527,3379.525,3530.329,3661.827
30607,578.603,583.574,583.214,582.236,582.701,583.458,578.32,578.44,578.231,579.489,585.907,595.292,611.146,659.279,765.444,926.08,1135.982,1370.897,1595.177,1822.08,1974.327,2073.55,2142.884,2192.572,2234.192
30507,574.571,577.703,578.649,578.518,580.314,581.329,578.753,581.383,586.643,597.682,615.614,650.924,703.522,748.69,786.974,823.989,863.07,901.428,935.122,963.903,995.338,1017.032,1032.741,1046.96,1069.953
30511,556.563,563.442,565.997,569.912,576.807,583.553,585.32,595.331,612.469,629.38,649.632,696.242,752.264,789.447,818.638,844.452,869.306,891.969,909.49,926.081,945.095,958.794,969.536,979.531,992.711
51011,581.521,588.052,589.08,591.061,596.468,602.055,602.761,610.504,623.035,639.746,656.314,691.291,743.378,791.246,827.552,858.852,892.481,922.564,949.969,966.713,987.732,1002.422,1012.891,1021.766,1041.373
61011,561.248,568.476,570.475,573.664,579.943,585.075,585.707,591.338,601.846,615.693,625.745,651.103,734.235,880.985,1117.596,1452.171,1787.356,2044.686,2211.113,2373.723,2505.803,2595.985,2649.259,2679.599,2714.062
60910,546.402,552.48,553.318,553.421,555.217,556.069,548.252,549.574,555.284,565.792,579.34,639.149,866.255,1202.838,1700.448,2279.929,2800.229,3176.454,3405.557,3691.605,3942.277,4092.21,4157.386,4195.645,4228.881
40609,554.783,561.077,561.574,561.994,565.252,568.627,568.352,575.32,588.616,606.944,631.902,699.554,927.112,1294.064,1852.478,2566.529,3154.127,3550.06,3795.294,4154.319,4512.93,4745.442,4895.122,5000.227,5091.912
10409,541.565,543.724,545.675,545.515,547.16,549.152,543.296,543.536,553.219,568.796,600.43,759.774,1066.489,1526.419,2263.144,3120.565,3837.654,4350.227,4673.693,5152.286,5616.152,5902.465,6059.347,6158.359,6222.074
10304,594.905,601.436,601.012,598.932,600.898,602.071,595.961,596.413,600.927,614.614,629.079,661.063,728.16,870.952,1102.19,1457.656,1923.619,2379.346,2775.066,3172.226,3471.602,3727.306,3944.221,4087.368,4173.268
10309,538.962,533.454,534.915,533.678,533.141,531.657,527.052,521.485,524.691,532.769,558.826,688.691,1042.9,1494.925,2160.827,2964.786,3772.306,4447.096,4962.244,5630.184,6215.842,6597.18,6776.707,6868.051,6921.709
30910,562.378,565.755,566.399,564.265,564.133,563.184,556.962,552.505,552.484,558.761,570.731,615.796,797.559,1107.376,1550.15,2130.83,2719.512,3220.574,3577.648,3898.581,4181.344,4400.046,4485.852,4474.246,4447.24
91011,527.407,527.687,528.825,529.831,534.046,538.03,539.815,544.428,553.871,564.503,633.543,866.775,1221.248,1882.284,2798.465,3584.978,4045.488,4277.356,4402.77,4562.224,4595.968,4569.466,4538.804,4503.092,4469.069
51011,536.566,541.889,542.324,543.088,546.756,550.826,552.757,559.356,573.646,587.786,616.401,671.707,720.831,782.216,850.666,910.369,955.434,990.822,1017.484,1044.881,1065.682,1079.839,1091.447,1100.787,1109.323
10511,553.234,555.886,557.908,560.902,566.445,570.46,572.592,582.449,599.296,615.33,679.003,786.881,858.161,937.694,1030.138,1109.461,1166.144,1204.526,1230.104,1259.696,1280.085,1293.663,1306.195,1318.525,1328.277
10506,521.537,525.269,526.185,526.442,527.832,529.276,527.715,531.233,538.031,551.241,570.922,598.976,633.227,673.553,718.804,762.317,799.204,828.27,851.217,874.354,895.182,912.99,928.552,941.83,953.4
10406,548.149,550.294,552.031,552.823,555.311,556.107,555.713,558.343,565.838,580.372,594.813,633.277,734.146,897.75,1177.725,1562.916,1895.727,2087.076,2167.707,2255.41,2314.387,2366.685,2414.499,2450.673,2473.573
40611,520.177,524.964,528.116,532.126,538.745,545.035,547.421,556.819,573.409,590.614,604.227,631.864,679.171,757.317,901.798,1146.757,1441.161,1688.165,1870.022,2056.939,2191.025,2301.256,2404.606,2491.987,2563.158
41011,548.895,554.894,559.341,564.188,571.651,577.27,581.434,592.347,610.333,629.351,651.043,706.59,785.117,904.233,1118.133,1447.595,1800.111,2080.094,2285.065,2504.2,2662.245,2795.66,2917.465,3016.662,3087.365
71011,537.006,545.107,551.052,557.187,565.738,572.706,573.479,580.593,592.559,606.407,615.037,628.564,651.813,701.901,791.492,931.661,1126.524,1353.658,1582.987,1843.023,2081.724,2304.553,2511.141,2683.602,2827.597
