LocationID,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3396.482,709.282,1085,9241,33323205624,3154859704
2,3223.727,578.556,1183,6326,31789450993,3009652165
3,4108.476,849.402,1249,7889,40308644135,3816202995
4,4010.18,718.172,1246,5263,39544733937,3743880136
5,5140.839,1973.74,1375,11983,50437256249,4775124852
6,4560.887,1576.057,1275,10277,44975305883,4258017125
7,4724.653,1447.736,1453,10735,46354018065,4388546089
8,4600.978,1285.748,1464,9476,45370640316,4295445237
9,3925.398,877.625,1315,6024,38512448147,3646148937
10,3227.278,456.5,1500,4904,31824468279,3012967411
11,4687.627,1158.361,1501,8312,45990753114,4354154141
12,4264.215,696.441,1612,6562,42049789312,3981045142
13,5141.985,1595.272,1752,10393,50448496756,4776189042
14,4243.15,740.411,1332,7220,41842069754,3961379385
15,4754.44,1052.26,1703,9147,46646256097,4416213595
16,4206.611,711.598,1380,6361,41481754043,3927266655
17,4740.661,932.226,1454,8812,46511068128,4403414734
18,3868.683,462.744,1403,5341,38149413681,3611778810
19,4451.483,537.752,1594,6863,43673919144,4134808913
20,3291.007,514.577,1482,7927,32452904908,3072464370
21,3184.229,508.495,1438,7786,31240772382,2957706261
22,2804.769,660.999,830,7393,27658069927,2618515496
23,3267.088,449.758,1623,6179,32217040798,3050134040
24,3609.348,472.171,1619,4826,35411652498,3352582485
25,4518.872,826.39,1770,7107,44560983951,4218791380
26,4707.67,1433.8,1577,9477,46187394258,4372771054
27,4703.087,1250.545,1787,9678,46377550945,4390774054
28,5386.451,2496.745,1534,15700,52846975071,5003263912
29,4870.728,1360.947,1443,9845,48030670118,4547282378
30,4509.489,928.557,1572,8215,44243023169,4188688584
31,5219.853,1736.715,2073,12119,51473421571,4873223344
32,5992.644,2004.251,2205,11604,58794398386,5566333575
33,4539.537,1000.479,1838,8186,44764762979,4238084069
34,5013.662,1361.494,1956,10505,49189515349,4656995536
35,4771.021,1362.866,1861,9930,47047446845,4454196151
36,5219.79,2191.877,2065,12823,51211852772,4848459434
37,4773.483,1551.463,1720,12595,47071728216,4456494979
38,4526.183,805.797,2102,7628,44406812201,4204195238
39,4805.296,1162.251,1715,8548,47385441997,4486195692
40,4311.84,665.054,1973,6076,42303872605,4005100365
41,4274.904,794.575,1431,7635,42155203052,3991025141
42,4143.264,877.584,1600,7017,40649958045,3848516738
43,3990.043,737.846,1351,6689,39346164577,3725080670
44,3133.322,687.764,1339,10740,30741322467,2910421062
45,3646.714,717.309,1092,10598,35778256160,3387290524
46,4023.567,624.147,1542,5669,39676737872,3756377550
47,4639.976,927.487,1530,7784,45523243608,4309892886
48,4532.257,1082.035,1891,8297,44692982774,4231288310
49,5223.566,2167.92,1754,12738,51248901818,4851967036
50,4935.192,1691.638,1633,11455,48666358231,4607465868
51,4731.284,1388.035,1396,10302,46419073876,4394705219
52,4432.899,649.221,1844,6387,43713196170,4138527448
53,4541.608,888.702,1750,8190,44558142892,4218522404
54,4912.446,1095.775,1761,8806,48442056213,4586230174
55,4678.198,1175.916,1910,8418,45898242303,4345395721
56,5261.616,1521.594,1700,10351,51885251735,4912213182
57,4877.658,1368.737,1620,10716,47855159646,4530666002
58,5065.594,1995.304,1755,12165,49952259352,4729207986
59,4926.081,1725.946,1777,10994,48330248147,4575644795
60,4680.038,1325.537,1697,9422,46150259508,4369255338
61,4904.728,1289.999,1984,10038,48120744910,4555810169
62,4548.995,1354.244,1595,8990,44858033065,4246914373
63,4969.161,1436.732,1745,10544,48752903131,4615659468
64,4230.325,708.019,1557,6441,41715605258,3949406415
65,4311.533,651.859,1666,6910,42300861215,4004815263
66,3278.324,603.642,913,9126,32327839384,3060623847
67,4366.38,968.041,1567,7575,43057246646,4076425718
68,4123.118,832.901,1315,6262,40452295392,3829803114
69,4785.866,835.951,1937,8263,47193837476,4468055619
70,4477.857,968.836,1475,8050,43932681096,4159307086
71,4897.062,1322.722,1614,9708,48290351430,4571867591
72,4542.27,1349.588,1634,10239,44564639126,4219137432
73,4174.755,586.567,1274,6248,41167622568,3897526397
74,4114.339,599.145,1470,6588,40366171270,3821649351
75,4590.912,703.907,1618,7108,45271381472,4286047950
76,4464.266,829.913,1489,7723,43799339209,4146683002
77,4879.171,1455.68,1572,9291,48113926151,4555164606
78,4536.463,1292.243,1412,10000,44507663659,4213743305
79,4492.954,994.149,1484,9026,44305407881,4194594829
80,5015.132,1923.959,1365,12289,49203935697,4658360776
81,4871.782,1613.667,1319,10482,48041059435,4548265982
82,4505.353,1072.854,1346,9288,44202447018,4184847055
83,4771.22,1250.246,1469,9071,47049417670,4454382738
84,4374.478,1110.535,1226,8637,42918413791,4063281779
85,4478.181,991.741,1353,7580,44159729501,4180802793
86,3492.787,722.118,1171,6232,34268062812,3244313639
87,3790.797,749.511,1252,8863,37381380854,3539065643
88,3225.376,813.692,1049,7741,31644465122,2995925692
89,3848.318,652.924,2500,7320,2310952855,218788436
90,3448.041,330.185,2766,4407,2070582645,196031493
91,3192.257,211.52,2332,3829,1916981819,181489403
92,4035.2,415.964,3176,6326,2423177474,229413252
93,3298.188,451.738,1866,4125,1980593979,187511856
94,3468.346,135.378,2986,3965,2082775805,197185875
95,4965.871,887.309,2886,7396,2982054538,282324690
96,4387.015,136.475,3903,5033,2634445557,249414964
97,3721.102,110.239,3276,4172,2234558507,211555835
98,4511.331,219.03,3372,5130,2709098329,256482682
99,4454.191,444.844,2250,5263,2674785266,253234108
100,4225.174,122.154,3718,4654,2537258294,240213803
101,3866.184,178.301,2991,4436,2321681461,219804162
102,4626.185,413.919,3450,5705,2778069552,263012502
103,4293.974,373.525,3104,5275,2578573344,244125287
104,3796.274,145.253,3120,4319,2279699696,215829557
105,4057.71,318.893,2246,4792,2436694633,230692983
106,4514.475,189.089,3693,5360,2710986238,256661419
107,3861.148,170.942,3034,4422,2318656974,219517820
108,4450.209,219.818,3646,5259,2672394106,253007726
109,4454.688,258.807,3493,5142,2675083593,253262352
110,3788.079,158.278,3100,4414,2274778606,215363655
111,3978.753,381.871,2292,4967,2389280479,226204069
112,5610.455,403.128,4384,6837,3369133448,318971214
113,3146.302,173.816,2449,3623,1889385366,178876721
114,4905.35,198.42,4113,5521,2945710792,278883862
115,3934.072,403.623,2756,5041,2362448951,223663806
116,2962.037,232.806,2117,3522,1778732278,168400689
117,3938.801,307.194,2426,4904,2365288827,223932670
118,3492.461,243.022,2655,4195,2097256865,198556863
119,3599.404,204.108,2926,4340,2161477615,204636934
120,4037.665,324.884,3027,4976,2424657724,229553394
121,5088.666,250.487,4162,5974,3055793696,289305912
122,4174.075,249.884,3236,4973,2506572785,237308666
123,3810.8,273.902,1903,4643,2288422673,216655401
124,5028.8,285.438,3983,5861,3019843646,285902357
125,3756.184,169.655,3172,4439,2255625318,213550326
126,5170.148,349.702,3525,6222,3104724878,293938450
127,4368.707,358.242,2612,5377,2623451357,248374093
128,3986.207,209.074,3151,4731,2393756296,226627815
129,4407.474,290.43,2630,5114,2646731435,250578124
130,4021.933,329.328,2350,4928,2415210360,228658969
131,4230.932,191.727,3563,4921,2540716309,240541189
132,3903.959,226.62,2670,4732,2344365761,221951788
133,4949.008,487.442,2858,5835,2971927625,281365929
134,4700.715,190.838,3729,5414,2822825706,267249771
135,3726.815,242.821,2112,4466,2237988901,211880606
136,5048.556,562.328,2736,6160,3031707435,287025556
137,3872.26,197.637,3193,4725,2325330213,220149606
138,4413.372,423.912,2546,5336,2650273252,250913444
139,4702.787,666.059,2550,5828,2824069958,267367570
140,3980.012,193.928,3140,4690,2390036194,226275616
141,4302.046,349.537,2688,5078,2583420792,244584217
142,4232.211,522.968,2367,5341,2541484308,240613899
143,4566.01,315.812,3713,5772,2741933983,259591383
144,4366.159,454.756,2511,5456,2621921590,248229263
145,3924.701,653.926,2076,5006,2356821547,223131034
146,3681.269,255.787,2802,5052,2210638247,209291195
147,3813.866,677.197,1755,7086,2290263675,216829697
148,3050.922,352.617,1835,4751,1832108657,173454074
149,2934.993,106.415,2503,3384,1762492212,166863168
150,3013.991,389.061,1615,3805,1809931251,171354438
151,3665.592,1037.048,1792,6236,2201224071,208399912
152,2734.264,299.355,1720,3311,1641952297,155451105
153,2734.886,507.463,1123,3794,1642325765,155486463
154,2649.488,401.569,1432,3610,1591043487,150631336
155,3425.353,606.255,2181,5750,2056958161,194741601
156,3358.142,339.575,2224,4713,2016597200,190920445
157,3319.174,169.385,2591,3845,1993196700,188705013
158,4044.388,344.086,2360,4815,2428694701,229935593
159,4144.778,212.982,3138,4826,2488980128,235643089
160,3669.875,178.753,2845,4264,2203795807,208643390
161,5099.071,578.013,2620,5935,3062042249,289897491
162,3744.913,320.26,2209,4410,2248857280,212909565
163,4750.914,155.15,4116,5336,2852970627,270103728
164,3652.293,257.484,2525,4349,2193237965,207643831
165,4674.287,201.871,3849,5468,2806955138,265747232
166,4148.31,220.595,3289,4998,2491100983,235843880
167,4596.121,292.138,2743,5322,2760015758,261303267
168,4488.159,390.714,2369,5530,2695183597,255165311
169,4479.889,259.833,3553,5238,2690217194,254695119
170,3961.561,192.575,3149,4570,2378956491,225226650
171,4042.576,265.225,3078,4724,2427606436,229832562
172,4877.931,243.092,3898,5914,2929245682,277325035
173,4217.85,236.024,3314,4842,2532860418,239797436
174,4266.729,213.77,2927,4763,2562212443,242576326
175,4702.865,269.289,3942,5885,2824116370,267371964
176,4484.836,141.504,3848,5026,2693188130,254976391
177,3654.298,228.437,2933,4439,2194441530,207757778
178,4336.468,212.186,3571,5043,2604091362,246541194
179,4847.822,256.341,3935,5712,2911164911,275613246
180,4015.385,358.398,2909,4963,2411277793,228286655
181,4417.825,263.587,3660,5303,2652947424,251166620
182,4061.256,249.552,3305,5007,2438824044,230894584
183,5255.203,378.811,4128,6665,3155800787,298774039
184,4829.36,373.579,3794,6239,2900078152,274563612
185,3996.568,233.003,3146,4685,2399978401,227216890
186,4966.16,261.929,4069,5966,2982227805,282341094
187,3906.618,128.476,3315,4357,2345962262,222102936
188,4840.771,254.873,4193,6269,2906930595,275212364
189,4515.019,330.017,3356,5485,2711313063,256692361
190,3928.587,293.992,2958,4733,2359155173,223351969
191,4886.057,188.071,4167,5579,2934125177,277786999
192,4090.784,312.808,2982,4868,2456556157,232573364
193,3903.282,205.441,3248,4576,2343959284,221913305
194,3875.316,190.986,3210,4513,2327165416,220323353
195,4089.846,269.164,3105,5002,2455992416,232519992
196,3982.86,358.756,2911,4884,2391746749,226437562
197,3944.574,323.364,2992,4974,2368755429,224260869
198,4729.413,222.585,3787,5530,2840058678,268881295
199,3976.916,260.313,3057,4685,2388177067,226099604
200,4554.145,391.197,3483,5854,2734808785,258916808
201,4163.215,334.751,3082,5034,2500051360,236691253
202,4912.953,287.944,3306,6445,2950276634,279316131
203,4424.225,396.429,3100,5513,2656790547,251530466
204,4365.118,226.339,3519,5184,2621296238,248170058
205,4878.141,300.583,3335,7570,2929371788,277336974
206,3892.914,156.435,3402,4489,2337732796,221323815
207,5009.357,405.045,3135,5834,3008167869,284796958
208,4341.437,425.469,2540,5195,2607075775,246823742
209,4430.919,223.26,3440,5156,2660810445,251911048
210,4340.647,277.619,2427,5148,2606601128,246778805
211,4100.601,342.367,2243,4946,2462451300,233131484
212,3673.216,283.933,3102,4801,2205802460,208833369
213,3938.765,435.628,2160,4741,2365266825,223930587
214,5675.826,872.267,2567,7017,3408389465,322687760
215,4054.265,156.485,3285,4662,2434625661,230497104
216,4391.747,404.095,1916,5343,2637286901,249683967
217,5256.711,838.595,2383,6689,3156706268,298859765
218,3036.744,242.522,2409,4024,1823594690,172648018
219,3243.079,343.327,2091,4351,1947500832,184378777
220,3616.042,1083.739,1992,8373,2171468948,205582859
221,3639.977,551.204,2346,6255,2185841828,206943605
222,3734.873,355.329,2370,5254,2242828089,212338754
223,3565.299,294.485,2728,4442,2140996854,202697927
224,4943.974,422.905,2336,5669,2968904870,281079751
225,4270.503,260.373,2823,4826,2564479240,242790934
226,4131.068,177.366,3541,4761,2480746817,234863604
227,4365.784,174.825,3613,4932,2621696313,248207935
228,4662.535,251.271,2922,5295,2799897751,265079077
229,4479.724,207.411,3512,5071,2690117949,254685723
230,4630.094,170.255,3848,5171,2780416635,263234711
231,4049.21,285.273,2694,4913,2431590326,230209735
232,4018.642,116.532,3568,4507,2413233926,228471851
233,3688.514,210.605,2938,4410,2214988994,209703100
234,4429.68,237.919,3520,5266,2660066602,251840625
235,4137.936,281.647,3352,5161,2484870945,235254054
236,4311.698,339.929,3150,5020,2589217070,245132977
237,4157.937,226.659,3366,4895,2496881733,236391170
238,4265.317,139.045,3609,4826,2561364951,242496090
239,3714.188,144.342,3076,4224,2230406388,211162735
240,4455.902,185.647,3581,5102,2675813050,253331413
241,4586.512,142.845,4065,5152,2754245622,260756982
242,3786.446,218.423,3034,4481,2273798152,215270831
243,4463.432,183.945,3687,5064,2680334423,253759472
244,5456.099,270.758,4684,6387,3276440856,310195584
245,3850.389,163.131,3279,4403,2312196600,218906187
246,5276.432,188.921,4408,6082,3168549006,299980971
247,4555.865,173.713,3831,5199,2735841871,259014615
248,4421.749,231.183,3556,5142,2655303580,251389688
249,4321.875,187.022,3532,5031,2595328078,245711534
250,4608.896,180.042,3818,5257,2767687080,262029546
251,3509.629,87.828,3120,3839,2107566637,199532936
252,4484.109,192.817,3710,5709,2692751381,254935042
253,5018.403,193.487,4221,5857,3013600120,285311254
254,4517.463,288.544,3503,5498,2712780807,256831319
255,4272.806,275.866,3257,5244,2565862178,242921863
256,5014.263,177.18,4225,5674,3011114426,285075922
257,3899.15,149.225,3324,4534,2341478058,221678396
258,4849.353,238.869,3134,5538,2912084334,275700292
259,4610.915,162.476,3922,5276,2768899496,262144331
260,4245.258,285.859,3293,5192,2549319212,241355665
261,3798.294,211.441,3016,4756,2280912799,215944407
262,4200.126,202.02,2625,5046,2522216756,238789752
263,3801.891,199.6,3091,4485,2283072809,216148905
264,4050.507,276.227,2517,5157,2432369310,230283485
265,4354.221,347.306,2449,5236,2614752515,247550534
266,4209.534,334.738,2960,5170,2527866626,239324651
267,4730.516,270.107,3727,5619,2840721338,268944032
268,3898.833,331.382,2255,4574,2341287658,221660370
269,4669.395,222.665,3877,5405,2804017496,265469112
270,3975.553,471.753,2171,5010,2387358368,226022094
271,4278.236,456.458,2058,5496,2569122938,243230574
272,4737.253,247.237,2926,5425,2844767040,269327057
273,3934.576,214.776,3185,4932,2362751535,223692453
274,3591.835,363.675,1945,4549,2156932286,204206607
275,4096.855,138.453,3441,4722,2460201667,232918501
276,4185.347,498.794,2178,5262,2513342027,237949541
277,4806.92,619.455,2670,6005,2886602388,273287800
278,3956.592,266.246,2234,4686,2375972151,224944109
279,4907.825,233.627,2620,5700,2947197316,279024598
280,4446.237,487.657,2667,6109,2670008692,252781888
281,4674.941,388.468,3773,6138,2807347841,265784411
282,4723.21,570.69,2801,6312,2836333739,268528638
283,4489.117,720.2,2381,6500,2695758958,255219783
284,3582.809,281.276,2193,5320,2151511717,203693417
285,3490.155,574.441,1727,7144,2095872175,198425768
286,3706.433,538.379,1912,6235,2225749171,210721815
287,6081.756,1200.421,2178,7572,3652153882,345766048
288,4410.337,418.275,2061,5074,2648450376,250740864
289,5118.984,362.262,3850,6074,3074000182,291029603
290,3694.65,210.801,2556,4311,2218673511,210051930
291,4960.267,384.107,2173,5802,2978689030,282006062
292,5418.414,350.838,3960,6262,3253810879,308053101
293,4328.179,503.608,1993,5205,2599113931,246069958
294,4252.429,242.095,2501,4942,2553625522,241763363
295,5490.911,184.644,4821,6227,3297345638,312174735
296,3700.824,170.142,2805,4276,2222381022,210402937
297,5207.194,348.017,2839,6087,3126970834,296044576
298,4269.875,240.665,3369,5051,2564101800,242755200
299,4247.296,264.443,2408,5014,2550542951,241471522
300,4137.306,244.117,3216,5005,2484493135,235218285
301,4384.334,142.925,3814,4926,2632835621,249262544
302,3567.419,217.697,2845,4232,2142270227,202818483
303,3955.42,216.347,3088,4539,2375268816,224877521
304,4373.985,266.232,3409,5356,2626621079,248674185
305,4084.021,246.91,3178,5263,2452494612,232188839
306,4570.366,242.009,3861,5518,2744549438,259839000
307,4058.718,175.721,3490,4745,2437300181,230750313
308,4360.669,279.455,3671,5318,2618624612,247917123
309,3647.628,154.919,3063,4848,2190436463,207378600
310,4726.565,243.199,3890,5676,2838348958,268719428
311,5301.068,205.404,4313,6078,3183343256,301381610
312,4487.841,200.391,3762,5278,2694992818,255147249
313,4590.683,296.962,3811,5530,2756750393,260994120
314,4228.23,153.907,3676,4845,2539093412,240387542
315,4902.315,256.317,2819,5865,2943888159,278711305
316,3892.576,202.556,3119,4673,2337529848,221304601
317,4681.63,203.153,3930,5525,2811364844,266164719
318,5010.196,172.568,4320,5802,3008672133,284844699
319,3416.111,114.089,2938,3792,2051408348,194216175
320,4661.995,225.314,4023,5623,2799573545,265048383
321,3894.512,242.445,2165,4842,2338692779,221414701
322,3856.51,263.623,2852,4745,2315872012,219254155
323,5092.327,208.501,4137,5859,3057992459,289514079
324,4316.054,303.257,3172,5069,2591832915,245380631
325,4200.904,248.868,3186,4924,2522684019,238833990
326,4256.169,160.65,3617,4916,2555871257,241975977
327,4208.276,391.794,2261,5139,2527111260,239253137
328,3917.757,276.977,2474,4857,2352651461,222736233
329,4101.105,226.269,2551,4652,2462753715,233160115
330,4726.389,223.234,3749,5607,2838243228,268709418
331,4203.646,236.935,2907,4966,2524330597,238989879
332,4352.399,232.555,3414,5054,2613658441,247446953
333,4385.161,523.684,2140,5324,2633332428,249309579
334,4734.865,417.542,2627,6011,2843333127,269191302
335,4410.594,304.108,2344,5400,2648604705,250755475
336,4371.482,226.68,3331,5222,2625117940,248531876
337,4395.609,296.047,2708,5283,2639606226,249903548
338,3851.635,136.883,3425,4408,2312944816,218977024
339,4337.018,515.585,2345,5347,2604421693,246572468
340,4232.067,501.953,1889,5220,2541397727,240605702
341,4369.173,289.137,1992,5179,2623731496,248400615
342,5442.027,255.008,4304,6312,3267990856,309395584
343,4258.618,604.072,1986,5443,2557341821,242115202
344,3651.461,217.223,3073,4367,2192738000,207596497
345,3779.169,662.179,1800,5407,2269427929,214857082
346,4662.956,918.89,1624,6232,2800150945,265103048
347,4247.273,313.071,2542,5814,2550529326,241470232
348,4135.234,256.119,3034,5121,2483248355,235100436
349,3726.634,614.715,1861,4968,2237880340,211870328
350,3516.074,275.583,2568,4483,2111436715,199899334
351,2694.601,374.257,1616,3514,1618134387,153196155
352,3255.599,921.474,1676,7741,1955019294,185090584
